SOURCE,CCCCRIMELABEL,CCCDESCRIP,CCC_LABELDES,NIBRSKEYWORDMATCH,NIBRSOFFENSE,NIBRSAORB,NIBRSCLASSIFICATION,MATCH CORRECTED,MATCHKEYWORD
CCC,FINGERPRINT REQ,pawn shop customer fingerprint required,FINGERPRINT REQ pawn shop customer fingerprint required,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FIRE EX SER-VIO,Fire Extinguisher Service Without Certification,FIRE EX SER-VIO Fire Extinguisher Service Without Certification,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FIREWORKS-POSSE,fireworks-possession of,FIREWORKS-POSSE fireworks-possession of,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FLEEING FROM PO,fleeing from police officer,FLEEING FROM PO fleeing from police officer,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FLEEING POLICE,fleeing/attempting to elude police officer for felony,FLEEING POLICE fleeing/attempting to elude police officer for felony,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FOLL TOO CLOSE,following too close/county ordinance,FOLL TOO CLOSE following too close/county ordinance,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FOLLOW EMERG VE,following emergency vehicle too close,FOLLOW EMERG VE following emergency vehicle too close,TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
CCC,FOLLOW TOO CL,following too close,FOLLOW TOO CL following too close,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FOLLOWING TOO C,Following too close,FOLLOWING TOO C Following too close,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FORECLOSURE FRA,foreclosure fraud,FORECLOSURE FRA foreclosure fraud,FRAUD,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,FOREIGN/LIC/SUP,Restricted operation under foreign license/suspension,FOREIGN/LIC/SUP Restricted operation under foreign license/suspension,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FORGERY DEVICES,possession financial transaction card forgery devices,FORGERY DEVICES possession financial transaction card forgery devices,FORGE,FORGERY,A,PROPERTY,1,1
CCC,FUGITIVE JUSTIC,fugitive from justice - charged with crime in another state,FUGITIVE JUSTIC fugitive from justice - charged with crime in another state,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FUGITIVE-NOT GA,fugitive-not georgia,FUGITIVE-NOT GA fugitive-not georgia,OTHER,OTHER,OTHER,OTHER,1,0
CCC,FUNERAL PRO-VIO,Breaking into funeral procession,FUNERAL PRO-VIO Breaking into funeral procession,OTHER,OTHER,OTHER,OTHER,1,0
CCC,GA RES NO GACDL,license-georgia resident/no georgia commercial drivers license,GA RES NO GACDL license-georgia resident/no georgia commercial drivers license,OTHER,OTHER,OTHER,OTHER,1,0
CCC,GAME ROOM REGUL,Game room regulation - violation,GAME ROOM REGUL Game room regulation - violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,GANG ACTIVITY,participation in criminal gang activity,GANG ACTIVITY participation in criminal gang activity,OTHER,OTHER,OTHER,OTHER,1,0
CCC,GAS DRIVE OFF,gas drive off,GAS DRIVE OFF gas drive off,OTHER,OTHER,OTHER,OTHER,1,0
CCC,GENERAL PENALTY,"sale of vehicles on rights-of-way; impounding authorized.', 'general penalty county ordinance","GENERAL PENALTY sale of vehicles on rights-of-way; impounding authorized.', 'general penalty county ordinance",OTHER,OTHER,OTHER,OTHER,1,0
CCC,GIVING FALSE,"giving false info to police officer', 'giving false name/address/date of birth","GIVING FALSE giving false info to police officer', 'giving false name/address/date of birth",FRAUD,FRAUD OFFENSES,A,PROPERTY,1,1
CCC,GIVNG INMATE GU,"giving inmate gun,drugs,alcohol","GIVNG INMATE GU giving inmate gun,drugs,alcohol",ALC TOBA,LIQUOR AND TOBACCO LAW VIOLATIONS,B,OTHER,1,1
CCC,GOVT PROP-CRIM,government property - criminal interference,GOVT PROP-CRIM government property - criminal interference,OTHER,OTHER,OTHER,OTHER,1,0
CCC,GUARD LINE-DRUG,crossing guard lines with guns/drugs/alcohol or under influence,GUARD LINE-DRUG crossing guard lines with guns/drugs/alcohol or under influence,OTHER,OTHER,OTHER,OTHER,1,0
CCC,H&R 2ND OFFENSE,hit & run 2nd offense,H&R 2ND OFFENSE hit & run 2nd offense,OTHER,OTHER,OTHER,OTHER,1,0
CCC,H&R ACCIDENT,failure to stop and render aid,H&R ACCIDENT failure to stop and render aid,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HABITUAL VIOLAT,Habitual violator-traffic,HABITUAL VIOLAT Habitual violator-traffic,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HANDICAP PARKIN,handicap parking violation,HANDICAP PARKIN handicap parking violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HANDICAP STICKE,Handicap sticker violation,HANDICAP STICKE Handicap sticker violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HANDICAP ZONE,illegal parking handicapped zone,HANDICAP ZONE illegal parking handicapped zone,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HARASSING PHONE,harassing phone calls,HARASSING PHONE harassing phone calls,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HARASSING TELEP,harassing telephone calls,HARASSING TELEP harassing telephone calls,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HEAD LAMPS ON M,Head lamps on motor vehicle,HEAD LAMPS ON M Head lamps on motor vehicle,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HEADGEAR REQ,APPROVED HEADGEAR REQUIRED,HEADGEAR REQ APPROVED HEADGEAR REQUIRED,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HEADLIGHTS COVR,headlights - not working or covered,HEADLIGHTS COVR headlights - not working or covered,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HEARING/VISION,hearing/vision device violation,HEARING/VISION hearing/vision device violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HGT LIMIT / VIO,Height limits for raised vehicle,HGT LIMIT / VIO Height limits for raised vehicle,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HIGHWAYS-LITTER,Highways-littering on,HIGHWAYS-LITTER Highways-littering on,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HINDER APPREHEN,apprehension of criminal - hindering,HINDER APPREHEN apprehension of criminal - hindering,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HOMICIDE BY VEH,Homicide by vehicle,HOMICIDE BY VEH Homicide by vehicle,HOMI,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,HOMICIDE VEH 1D,"homicide by vehicle first degree', 'homicide by vehicle first degree and leave the scene of accident","HOMICIDE VEH 1D homicide by vehicle first degree', 'homicide by vehicle first degree and leave the scene of accident",HOMI,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,HOMICIDE VEH 2D,"homicide by vehicle second degree', 'homicide by vehicle 2nd degree -","HOMICIDE VEH 2D homicide by vehicle second degree', 'homicide by vehicle 2nd degree -",HOMI,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,HOMICIDE VEH HV,homicide by vehicle habitual violator,HOMICIDE VEH HV homicide by vehicle habitual violator,HOMI,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,HOMICIDE VESS 1,homicide by vessel 1st degree,HOMICIDE VESS 1 homicide by vessel 1st degree,HOMI,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,HOUSE VIO,housing code violation,HOUSE VIO housing code violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HOUSING CODE,housing code violation,HOUSING CODE housing code violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HOV LANE VIOL,restricted travel lanes on state highway,HOV LANE VIOL restricted travel lanes on state highway,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUNT AFTER HOUR,"Hunt after hours migratory', 'Hunt after hours-small game","HUNT AFTER HOUR Hunt after hours migratory', 'Hunt after hours-small game",OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUNT W/O MIGR B,Hunting without federal migratory bird hunting and conservation stamp,HUNT W/O MIGR B Hunting without federal migratory bird hunting and conservation stamp,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUNT W/O PERMIS,hunt without permission,HUNT W/O PERMIS hunt without permission,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUNT WITH RIFLE,hunting with a firearm in a closed county,HUNT WITH RIFLE hunting with a firearm in a closed county,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUNTING FROM VE,Hunting from vehicle,HUNTING FROM VE Hunting from vehicle,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUNTING IN CLOS,Hunting in closed county,HUNTING IN CLOS Hunting in closed county,OTHER,OTHER,B,OTHER,1,0
CCC,HUNTING OVER BA,Hunting over baited fields,HUNTING OVER BA Hunting over baited fields,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUNTING W/O BIG,Hunting without big game license,HUNTING W/O BIG Hunting without big game license,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUNTING W/O PRO,Hunting without proper clothing,HUNTING W/O PRO Hunting without proper clothing,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUNTING WITH IL,Hunting with illegal weapon,HUNTING WITH IL Hunting with illegal weapon,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HUNTING/FIRE WE,Hunting/fire weapon on public road,HUNTING/FIRE WE Hunting/fire weapon on public road,WEAP,WEAPONS LAW VIOLATIONS,A,PROPERTY,1,1
CCC,HV HABIT VIOL,habitual violator-traffic,HV HABIT VIOL habitual violator-traffic,OTHER,OTHER,OTHER,OTHER,1,0
CCC,HV PROB LICENSE,habitual violation license - probationary license violation,HV PROB LICENSE habitual violation license - probationary license violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,ILLEGAL DUMPING,illegal dumping biomedical waste/hazardous substances,ILLEGAL DUMPING illegal dumping biomedical waste/hazardous substances,OTHER,OTHER,OTHER,OTHER,1,0
CCC,ILLEGAL PARKING,ILLEGAL PARKING,ILLEGAL PARKING ILLEGAL PARKING,OTHER,OTHER,OTHER,OTHER,1,0
CCC,ILLEGAL VIN/REG,vehicle or part identification - alteration of,ILLEGAL VIN/REG vehicle or part identification - alteration of,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP ACCESS RD,Improper Use of Controlled Access Road,IMP ACCESS RD Improper Use of Controlled Access Road,OTHER,OTHER,B,OTHER,1,0
CCC,IMP BACKING,Improper backing,IMP BACKING Improper backing,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP CLASS COMME,Improper Class License Plate (Commercial),IMP CLASS COMME Improper Class License Plate (Commercial),OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP DISP OF TAG,"improper display of tag', 'tag - improper display of tag","IMP DISP OF TAG improper display of tag', 'tag - improper display of tag",OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP DRIVING,Improper driving,IMP DRIVING Improper driving,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP DRIVING-DIV,Improper driving-divided highway,IMP DRIVING-DIV Improper driving-divided highway,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP DSP TXI PMT,improper display of taxicab drivers and/or vehicle permit,IMP DSP TXI PMT improper display of taxicab drivers and/or vehicle permit,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP HAND SIGNAL,improper use of hand signals,IMP HAND SIGNAL improper use of hand signals,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP LANE CHANGE,"improper/erratic lane change', 'improper lane change","IMP LANE CHANGE improper/erratic lane change', 'improper lane change",OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP OPER-OFF RD,Improper operation - off road vehicle (county ordinance),IMP OPER-OFF RD Improper operation - off road vehicle (county ordinance),OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PARKING,"improper parking - more than 12 inches from curb', 'improper parking on roadway","IMP PARKING improper parking - more than 12 inches from curb', 'improper parking on roadway",OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PARKING 1WY,improper parking upon one-way roadway,IMP PARKING 1WY improper parking upon one-way roadway,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PARKING 2WY,improper parking upon two-way roadway.,IMP PARKING 2WY improper parking upon two-way roadway.,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PARKING-NOT,"stopping,standing or parking outside of business or residence district","IMP PARKING-NOT stopping,standing or parking outside of business or residence district",OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PASS CYCLE,motorcyle passing in same lane as veh,IMP PASS CYCLE motorcyle passing in same lane as veh,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PASSING - L,improper passing/passing on left,IMP PASSING - L improper passing/passing on left,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PASSING/NO,Improper passing/no passing zone,IMP PASSING/NO Improper passing/no passing zone,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PASSING/PAS,improper passing/passing on right,IMP PASSING/PAS improper passing/passing on right,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP PASSING-NO,improper passing/no pass zone,IMP PASSING-NO improper passing/no pass zone,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP SIGNAL,improper signal,IMP SIGNAL improper signal,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP TURN AT INT,improper turn at intersection,IMP TURN AT INT improper turn at intersection,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP TURN-IMP SI,improper turn-improper signal,IMP TURN-IMP SI improper turn-improper signal,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP USE OF HORN,improper use of horn,IMP USE OF HORN improper use of horn,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP USE-DLR TAG,tag - improper use of dealers tag,IMP USE-DLR TAG tag - improper use of dealers tag,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMP U-TURN,improper u-turn,IMP U-TURN improper u-turn,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMPEDING FLOW,impeding flow by driving side by side,IMPEDING FLOW impeding flow by driving side by side,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMPEDING TRAFFI,impeding traffic,IMPEDING TRAFFI impeding traffic,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMPR LN CHG ACC,improper lane change / accident,IMPR LN CHG ACC improper lane change / accident,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMPROPER BACKIN,improper backing,IMPROPER BACKIN improper backing,OTHER,OTHER,OTHER,OTHER,1,0
CCC,IMPROPER MUFFLE,improper muffler,IMPROPER MUFFLE improper muffler,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INCOME TAX EVAS,"evasion of income tax, penalty, interest, or other in excess $3,000.00","INCOME TAX EVAS evasion of income tax, penalty, interest, or other in excess $3,000.00",OTHER,OTHER,OTHER,OTHER,1,0
CCC,INFLUENCING WIT,influencing witness,INFLUENCING WIT influencing witness,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INFO FOR DA,information for district attorney,INFO FOR DA information for district attorney,OTHER,OTHER,B,OTHER,1,0
CCC,INFO FOR OFFICR,information for officer,INFO FOR OFFICR information for officer,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INFO FOR SOL,Information for Solicitor,INFO FOR SOL Information for Solicitor,OTHER,OTHER,OTHER,OTHER,1,0
CCC,ING INTER VIOLA,IGNITION INTERLOCK VIOLATION,ING INTER VIOLA IGNITION INTERLOCK VIOLATION,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INJURY BY VESS,serious injury by vessel,INJURY BY VESS serious injury by vessel,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INMATE POSS W/D,possession of weapons/drugs by inmates,INMATE POSS W/D possession of weapons/drugs by inmates,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INOPRABLE V/T/E,"parking or storage of inoperable vehicle, trailer, equipment","INOPRABLE V/T/E parking or storage of inoperable vehicle, trailer, equipment",OTHER,OTHER,OTHER,OTHER,1,0
CCC,INSECURE LOAD,Insecure load,INSECURE LOAD Insecure load,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INS-NO INF CARD,failure to maintain policy info card,INS-NO INF CARD failure to maintain policy info card,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INS-NO PROOF-MC,insurance - no proof on motorcycle,INS-NO PROOF-MC insurance - no proof on motorcycle,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INSURANCE-NONE,insurance - none,INSURANCE-NONE insurance - none,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INSUR-NO PROOF,"failure to maintain insurance-no proof but insured', 'insurance - no proof","INSUR-NO PROOF failure to maintain insurance-no proof but insured', 'insurance - no proof",OTHER,OTHER,OTHER,OTHER,1,0
CCC,INTER W/CUSTODY,"interference with custody - 3rd or subsequent', 'interference with custody - 1st offense', 'interference with custody - 2nd offense","INTER W/CUSTODY interference with custody - 3rd or subsequent', 'interference with custody - 1st offense', 'interference with custody - 2nd offense",OTHER,OTHER,OTHER,OTHER,1,0
CCC,INTERFER WITH T,interference with traffic-control devices or railroad signs or signals,INTERFER WITH T interference with traffic-control devices or railroad signs or signals,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INTERFERENCE,interference of officer,INTERFERENCE interference of officer,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INTERFERENCE WI,interference with custody,INTERFERENCE WI interference with custody,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INTERSECT OBSTR,obstructing an intersection,INTERSECT OBSTR obstructing an intersection,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INTERSTATE CUST,interference with custody-interstate,INTERSTATE CUST interference with custody-interstate,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INTIM CRT OFFCR,intimidation of court officer,INTIM CRT OFFCR intimidation of court officer,OTHER,OTHER,OTHER,OTHER,1,0
CCC,INVOL. MANSLAUG,involuntary manslaughter,INVOL. MANSLAUG involuntary manslaughter,MANSL,"HOMICIDE OFFENSES MURDER AND
NONNEGLIGENT MANSLAUGHTER OR
NEGLIGENT MANSLAUGHTER",A,PERSON,1,1
CCC,ISSUE EM W/O CE,issuing emission sticker without certificate,ISSUE EM W/O CE issuing emission sticker without certificate,OTHER,OTHER,OTHER,OTHER,1,0
CCC,JAYWALKING,crossing roadway at other than crosswalk,JAYWALKING crossing roadway at other than crosswalk,OTHER,OTHER,OTHER,OTHER,1,0
CCC,KNOWINGLY DRIVE,knowingly operates/auth veh to be driven w/o ins,KNOWINGLY DRIVE knowingly operates/auth veh to be driven w/o ins,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LANE VIOLATION,lane violation,LANE VIOLATION lane violation,OTHER,OTHER,B,OTHER,1,0
CCC,LANGUAGE MINOR,disorderly conduct:obscene language-minor,LANGUAGE MINOR disorderly conduct:obscene language-minor,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LAYING DRAGS,laying drags,LAYING DRAGS laying drags,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LEARNER LIC VIO,license - learners permit violation,LEARNER LIC VIO license - learners permit violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LEASH LAW VIO,Leash Law Violation,LEASH LAW VIO Leash Law Violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LEAVING ROADWAY,leaving the road way,LEAVING ROADWAY leaving the road way,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LEAVING SCENE,leaving scene of accident,LEAVING SCENE leaving scene of accident,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LEAVING SCENE A,Leaving scene accident,LEAVING SCENE A Leaving scene accident,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LEAVING SCENE O,leaving scene of accident (see 40 06-270-a),LEAVING SCENE O leaving scene of accident (see 40 06-270-a),OTHER,OTHER,OTHER,OTHER,1,0
CCC,LESS THAN MIN,speeding less than minimum,LESS THAN MIN speeding less than minimum,TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
CCC,LIC - CANCELED,license-driving with cancelled,LIC - CANCELED license-driving with cancelled,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC - CLASS VIO,license - class violation,LIC - CLASS VIO license - class violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC MULTI ANIMA,license requirement multiple animals,LIC MULTI ANIMA license requirement multiple animals,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC NOT EXHIBIT,License not exhibited on demand,LIC NOT EXHIBIT License not exhibited on demand,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC REQ-INS AGT,license required - insurance agent,LIC REQ-INS AGT license required - insurance agent,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE REQUIRE,license required,LICENSE REQUIRE license required,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE SUSP,suspension of license for controlled substance or marijuana,LICENSE SUSP suspension of license for controlled substance or marijuana,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-CLASS V,License-class violation,LICENSE-CLASS V License-class violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-DRIVING,License-driving suspended/revoked,LICENSE-DRIVING License-driving suspended/revoked,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-KENNELS,License-pet dealers kennels,LICENSE-KENNELS License-pet dealers kennels,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-NONE,license-none (see 40 05-20-a),LICENSE-NONE license-none (see 40 05-20-a),OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-NONE OR,"license - none or class vio', 'license - none or class violation","LICENSE-NONE OR license - none or class vio', 'license - none or class violation",OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-NOT EXH,License-not exhibited,LICENSE-NOT EXH License-not exhibited,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-POSS OF,license - possession of 2 or more,LICENSE-POSS OF license - possession of 2 or more,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-SURENDR,license - failure to surrender,LICENSE-SURENDR license - failure to surrender,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LICENSE-UNLAWFU,License-unlawful use of,LICENSE-UNLAWFU License-unlawful use of,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC-EXPIRED,license expired,LIC-EXPIRED license expired,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC-FAIL TO EXH,license - failure to exhibit on demand,LIC-FAIL TO EXH license - failure to exhibit on demand,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC-FAILURE TO,license - failure to change address,LIC-FAILURE TO license - failure to change address,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC-NOT ON PERS,license - not on person,LIC-NOT ON PERS license - not on person,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC-SUS 2ND OFF,suspended or revoked license 2nd offense,LIC-SUS 2ND OFF suspended or revoked license 2nd offense,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIC-SUS/REV 3RD,suspended or revoked license 3rd offense,LIC-SUS/REV 3RD suspended or revoked license 3rd offense,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIFE SAFETY VIO,life safety code violation,LIFE SAFETY VIO life safety code violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LIQUOR-UNLAWFUL,Liquor-unlawfully furnished,LIQUOR-UNLAWFUL Liquor-unlawfully furnished,ALC TOBA,LIQUOR AND TOBACCO LAW VIOLATIONS,B,OTHER,1,1
CCC,LITTER PRIVATE,littering - private property,LITTER PRIVATE littering - private property,LITT,LITTERING,B,OTHER,1,1
CCC,LITTER PUBLIC,littering - public property,LITTER PUBLIC littering - public property,LITT,LITTERING,B,OTHER,1,1
CCC,LITTER W/ NAME,littering - refuse displaying/showing persons name,LITTER W/ NAME littering - refuse displaying/showing persons name,LITT,LITTERING,B,OTHER,1,1
CCC,LITTERING HWY,littering highway,LITTERING HWY littering highway,LITT,LITTERING,B,OTHER,1,1
CCC,LIVEST AT LRG,livestock at large,LIVEST AT LRG livestock at large,OTHER,OTHER,B,OTHER,1,0
CCC,LMTED PRMIT VIO,limited driving permit - violation,LMTED PRMIT VIO limited driving permit - violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LOAD DRAGGING,load dragging on roadway,LOAD DRAGGING load dragging on roadway,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LOG BOOK VIO,log book violation-public service commission rules,LOG BOOK VIO log book violation-public service commission rules,OTHER,OTHER,OTHER,OTHER,1,0
CCC,LOITERING,"loitering (county ordinance)', 'loitering', 'loitering and prowling","LOITERING loitering (county ordinance)', 'loitering', 'loitering and prowling",OTHER,OTHER,OTHER,OTHER,1,0
CCC,LOTTERY(STATE),lottery (state ticket),LOTTERY(STATE) lottery (state ticket),LOTT,LOTTERY UNLAWFUL,A,SOCIETY,1,1
CCC,LOW SPEED VEH,operation of low speed vehicle on hwy,LOW SPEED VEH operation of low speed vehicle on hwy,TRAFF,TRAFFIC VIOLATIONS,A OR B,OTHER,1,0
CCC,M/C 3 OR MORE A,Motorcycle-operated more than 2 abreast in a single lane,M/C 3 OR MORE A Motorcycle-operated more than 2 abreast in a single lane,OTHER,OTHER,OTHER,OTHER,1,0
CCC,M/C FOOTRESTS &,Motorcycle-footrests and handlebars violation,M/C FOOTRESTS & Motorcycle-footrests and handlebars violation,OTHER,OTHER,OTHER,OTHER,1,0
CCC,M/C IMP LANE US,motorcycle-improper lane usage,M/C IMP LANE US motorcycle-improper lane usage,OTHER,OTHER,OTHER,OTHER,1,0
CCC,M/C IMP PASSING,Motorcycle-improper passing,M/C IMP PASSING Motorcycle-improper passing,OTHER,OTHER,OTHER,OTHER,1,0
CCC,M/C IMPROPER RI,motorcycle-improper riding,M/C IMPROPER RI motorcycle-improper riding,OTHER,OTHER,OTHER,OTHER,1,0
CCC,M/C NO HEAD LAM,motorcycle-no head lamp on,M/C NO HEAD LAM motorcycle-no head lamp on,OTHER,OTHER,OTHER,OTHER,1,0
CCC,M/C NO HELMET/E,motorcycle-no helmet/eye protective device,M/C NO HELMET/E motorcycle-no helmet/eye protective device,OTHER,OTHER,OTHER,OTHER,1,0
CCC,M/C NO INSURANC,insurance motorcycle none or no proof,M/C NO INSURANC insurance motorcycle none or no proof,OTHER,OTHER,OTHER,OTHER,1,0
CCC,MAIL/MAILBOX-DE,Mail/mailbox-destroy,MAIL/MAILBOX-DE Mail/mailbox-destroy,OTHER,OTHER,OTHER,OTHER,1,0
CCC,MAINTAIN AREAS,maintenance of areas,MAINTAIN AREAS maintenance of areas,OTHER,OTHER,OTHER,OTHER,1,0
CCC,MAINTAIN PROP,"failure to maintain property and vacant structures', 'failure to maintain property - international property maintenance code', 'maintaining property - overgrown grass', 'maintaining property - outside storage of trash', 'maintaining property - pool/spa","MAINTAIN PROP failure to maintain property and vacant structures', 'failure to maintain property - international property maintenance code', 'maintaining property - overgrown grass', 'maintaining property - outside storage of trash', 'maintaining property - pool/spa",OTHER,OTHER,OTHER,OTHER,1,0
CCC,MAINTAINING A D,Maintaining a dive,MAINTAINING A D Maintaining a dive,OTHER,OTHER,OTHER,OTHER,1,0
CCC,MAKE EM W/O CER,make/issue/use emission sticker without certificate,MAKE EM W/O CER make/issue/use emission sticker without certificate,OTHER,OTHER,OTHER,OTHER,1,0
